SRC_ID,Anchor,TGT_ID,Target,context,score,dataset
2,abnormal_position,791,open_position_illustrated,B23,0.25,train
2,abnormal_position,792,open_position_shown,B23,0.25,train
2,abnormal_position,793,orientation,B23,0.25,train
2,abnormal_position,794,position_illustrated,B23,0.25,train
2,abnormal_position,795,position_shown,B23,0.25,train
2,abnormal_position,796,tip_data,B23,0.25,train
2,abnormal_position,797,tip_information,B23,0.25,train
2,abnormal_position,798,wear_data,B23,0.25,train
2,abnormal_position,799,angular_position,B41,0.25,train
2,abnormal_position,800,positions,B41,0.5,train
2,abnormal_position,801,abnormal_breathing,D03,0,train
2,abnormal_position,802,abnormal_manner,D03,0.5,train
2,abnormal_position,803,abnormal_placement,D03,0.75,train
2,abnormal_position,804,abnormal_posture,D03,0.75,train
2,abnormal_position,805,abnormal_profit,D03,0,train
2,abnormal_position,806,abnormal_side,D03,0.75,train
2,abnormal_position,807,anomaly_scan,D03,0,train
2,abnormal_position,808,depression,D03,0.25,train
2,abnormal_position,809,deviated_from,D03,0.25,train
2,abnormal_position,810,engagement,D03,0.25,train
2,abnormal_position,811,implant_positioning,D03,0,train
2,abnormal_position,812,irregular_configuration,D03,0.5,train
2,abnormal_position,813,locked_position,D03,0.5,train
2,abnormal_position,814,locked_relationship,D03,0.25,train
2,abnormal_position,815,normal_position,D03,0.25,train
2,abnormal_position,816,odd_position,D03,0.75,train
2,abnormal_position,817,place,D03,0.25,train
2,abnormal_position,818,position,D03,0.25,train
2,abnormal_position,819,position_isomerism,D03,0,train
2,abnormal_position,820,position_vector,D03,0,train
2,abnormal_position,821,rare_placement,D03,0.25,train
2,abnormal_position,822,recess,D03,0,train
2,abnormal_position,823,relative_position,D03,0.5,train
2,abnormal_position,824,relative_relationship,D03,0.25,train
2,abnormal_position,825,situation,D03,0.25,train
2,abnormal_position,826,unexpected_position,D03,0.75,train
2,abnormal_position,827,unison,D03,0,train
2,abnormal_position,828,unusal_arrangement,D03,0.5,train
2,abnormal_position,829,unusual_manner,D03,0.25,train
2,abnormal_position,830,abnormal,E03,0.5,train
2,abnormal_position,831,abnormal_condition,E03,0.75,train
2,abnormal_position,832,abnormal_molar_mass,E03,0,train
2,abnormal_position,833,abnormal_presentations,E03,0.75,train
2,abnormal_position,834,abnormal_psychology,E03,0,train
2,abnormal_position,835,abnormality_state,E03,0.75,train
2,abnormal_position,836,axial_position,E03,0.5,train
2,abnormal_position,837,elevation,E03,0.25,train
2,abnormal_position,838,emergency_condition,E03,0.5,train
2,abnormal_position,839,emergency_position,E03,0.75,train
2,abnormal_position,840,extent,E03,0.25,train
2,abnormal_position,841,facing_forward,E03,0.75,train
2,abnormal_position,842,failure,E03,0.25,train
2,abnormal_position,843,fault_position,E03,0.75,train
2,abnormal_position,844,fixed_failure,E03,0.5,train
2,abnormal_position,845,forward_axis,E03,0,train
2,abnormal_position,846,hardware_abnormality,E03,0.5,train
2,abnormal_position,847,hardware_manufacturer,E03,0,train
2,abnormal_position,787,inoperative_position,E03,0.5,train
2,abnormal_position,848,leakage,E03,0.25,train
2,abnormal_position,815,normal_position,E03,0.25,train
2,abnormal_position,790,open_position,E03,0.5,train
2,abnormal_position,849,operating_abnormality,E03,0.5,train
2,abnormal_position,850,operative_position,E03,0.5,train
2,abnormal_position,851,overflow,E03,0.25,train
2,abnormal_position,820,position_vector,E03,0,train
2,abnormal_position,852,state_name,E03,0,train
2,abnormal_position,853,unusual_position,E03,0.75,train
2,abnormal_position,854,unusual_state,E03,0.25,train
2,abnormal_position,855,upper_position,E03,0.5,train
2,abnormal_position,856,warning,E03,0.25,train
3,absorbent_properties,857,adsorbent_properties,C08,0.5,train
3,absorbent_properties,858,cao,C08,0.25,train
3,absorbent_properties,859,characterization,C08,0.25,train
3,absorbent_properties,860,collateral_properties,C08,0,train
3,absorbent_properties,861,colligative_properties,C08,0,train
3,absorbent_properties,862,conformational_properties,C08,0.25,train
3,absorbent_properties,863,dehumidifying_properties,C08,0.5,train
3,absorbent_properties,864,elastomeric_properties,C08,0,train
3,absorbent_properties,865,evaporated_salt,C08,0.25,train
3,absorbent_properties,866,fluorescent_properties,C08,0,train
3,absorbent_properties,867,geometrical_properties,C08,0,train
3,absorbent_properties,868,housing_properties,C08,0,train
3,absorbent_properties,869,hygroscopic,C08,0.5,train
3,absorbent_properties,870,hygroscopic_properties,C08,0.5,train
3,absorbent_properties,871,ionic_compound,C08,0.25,train
3,absorbent_properties,872,liquid_holding_capacity,C08,0.5,train
3,absorbent_properties,873,mechanical_characteristics,C08,0.25,train
3,absorbent_properties,874,mechanical_properties,C08,0.25,train
3,absorbent_properties,875,moisture_barrier_properties,C08,0.5,train
3,absorbent_properties,876,moisture_proof_properties,C08,0.5,train
3,absorbent_properties,877,nacl,C08,0.25,train
3,absorbent_properties,878,naoh,C08,0.25,train
3,absorbent_properties,879,physical_properties,C08,0.25,train
3,absorbent_properties,880,properties,C08,0.25,train
3,absorbent_properties,881,reusable_salt,C08,0.25,train
3,absorbent_properties,882,soaking_properties,C08,0.75,train
3,absorbent_properties,883,absorbency,D01,0.75,train
3,absorbent_properties,884,absorbent_characteristics,D01,1,train
3,absorbent_properties,885,absorbing_polymer,D01,0.5,train
3,absorbent_properties,886,absorption_characteristics,D01,0.75,train
3,absorbent_properties,887,absorption_properties,D01,1,train
3,absorbent_properties,857,adsorbent_properties,D01,0.5,train
3,absorbent_properties,888,adsorption_performance,D01,0.5,train
3,absorbent_properties,889,capable_of_absorbing,D01,0.5,train
3,absorbent_properties,890,characteristic,D01,0.25,train
3,absorbent_properties,891,desiccant,D01,0.25,train
3,absorbent_properties,892,dielectric_properties,D01,0,train
3,absorbent_properties,893,food_absorption,D01,0,train
3,absorbent_properties,874,mechanical_properties,D01,0.25,train
3,absorbent_properties,894,mechanical_resistance,D01,0.25,train
3,absorbent_properties,895,metal_properties,D01,0,train
3,absorbent_properties,896,moisture,D01,0.25,train
3,absorbent_properties,897,optical_properties,D01,0,train
3,absorbent_properties,898,performance,D01,0.25,train
3,absorbent_properties,879,physical_properties,D01,0.5,train
3,absorbent_properties,899,physical_resistance,D01,0.25,train
3,absorbent_properties,900,physiological_properties,D01,0,train
3,absorbent_properties,901,plastic_properties,D01,0,train
3,absorbent_properties,902,polymer,D01,0.25,train
3,absorbent_properties,880,properties,D01,0.5,train
3,absorbent_properties,903,samples,D01,0.25,train
3,absorbent_properties,904,soaking,D01,0.5,train
3,absorbent_properties,882,soaking_properties,D01,0.75,train
3,absorbent_properties,905,sponge,D01,0.25,train
3,absorbent_properties,906,water,D01,0.25,train
3,absorbent_properties,907,water_penetration_capacity,D01,0.75,train
3,absorbent_properties,908,amount,D21,0.25,train
3,absorbent_properties,909,formation,D21,0.25,train
3,absorbent_properties,910,strength,D21,0.25,train
4,acan,911,aggrecan_core_protein,C07,0.75,train
4,acan,912,aggrecan_core_protein_precursor,C07,0.75,train
4,acan,913,cartilage_extracellular_matrix,C07,0.25,train
4,acan,914,cartilage_specific_proteoglycan_core_protein,C07,0.75,train
4,acan,915,chondroitin_sulfate_proteoglycan_1,C07,0.75,train
4,acan,916,coding_language,C07,0,train
4,acan,917,coding_languages,C07,0,train
4,acan,918,coding_programming,C07,0,train
4,acan,919,core_strength,C07,0,train
4,acan,920,gene,C07,0.25,train
4,acan,921,genes,C07,0.25,train
4,acan,922,hyalectans,C07,0.5,train
4,acan,923,large_aggregating_proteoglycan,C07,0.75,train
4,acan,924,lecticans,C07,0.5,train
4,acan,925,machine_learning,C07,0,train
4,acan,926,neural_network,C07,0,train
4,acan,927,precursor,C07,0.25,train
4,acan,928,protein,C07,0.25,train
4,acan,929,protein_coding_gene,C07,0.5,train
4,acan,930,proteins,C07,0.25,train
4,acan,931,proteoglycans,C07,0.25,train
4,acan,932,sox,C07,0.25,train
4,acan,933,tissue_expression,C07,0.25,train
5,accept_information,934,accept_the_establishment,A45,0,train
5,accept_information,935,accept_this_information,A45,0.75,train
5,accept_information,936,acceptance_angle,A45,0,train
5,accept_information,937,accepting_information_from,A45,0.75,train
5,accept_information,938,approve_information,A45,0.5,train
5,accept_information,939,authorization_of_information,A45,0.5,train
5,accept_information,940,behaviour_information_analysis,A45,0,train
5,accept_information,941,contain_information,A45,0.5,train
5,accept_information,942,contain_items,A45,0.25,train
5,accept_information,943,data_accepted,A45,0.5,train
5,accept_information,944,data_set,A45,0.25,train
5,accept_information,945,display,A45,0.25,train
5,accept_information,946,display_a_data,A45,0.25,train
5,accept_information,947,display_a_information,A45,0.5,train
5,accept_information,948,display_an_information,A45,0.5,train
5,accept_information,949,display_data,A45,0.25,train
5,accept_information,950,display_information,A45,0.5,train
5,accept_information,951,indicate_a_data,A45,0.25,train
5,accept_information,952,indicate_data,A45,0.25,train
5,accept_information,953,indicate_information,A45,0.5,train
5,accept_information,954,informal_letter,A45,0,train
5,accept_information,785,information,A45,0.5,train
5,accept_information,955,information_data,A45,0.25,train
5,accept_information,956,information_processing_apparatus,A45,0.25,train
5,accept_information,957,information_storage,A45,0.25,train
5,accept_information,958,information_value,A45,0.25,train
5,accept_information,959,price_he_or_she_accepts,A45,0,train
5,accept_information,960,receiving_information,A45,0.5,train
5,accept_information,961,sanction_information,A45,0.5,train
5,accept_information,962,third_option_to_accept,A45,0,train
5,accept_information,963,transaction_information,A45,0.25,train
5,accept_information,964,undertake_information,A45,0.5,train
6,achieve_authentication,965,achieve_access,H04,0.75,train
6,achieve_authentication,966,achieve_authentication_accuracy,H04,0.5,train
6,achieve_authentication,967,achieve_authorization,H04,0.75,train
6,achieve_authentication,968,achieve_goal,H04,0,train
6,achieve_authentication,969,achieve_goals,H04,0,train
6,achieve_authentication,970,achieve_local_authentication,H04,0.5,train
6,achieve_authentication,971,achieve_mutual_authentication,H04,0.5,train
6,achieve_authentication,972,achieve_success,H04,0,train
6,achieve_authentication,973,achieve_target,H04,0,train
6,achieve_authentication,974,achieve_the_authentication_requirement,H04,0.75,train
6,achieve_authentication,975,achieve_verification,H04,0.75,train
6,achieve_authentication,976,biometric,H04,0.25,train
6,achieve_authentication,977,denial_of_authorization,H04,0.25,train
6,achieve_authentication,978,denied_access,H04,0.25,train
6,achieve_authentication,979,encryption,H04,0.5,train
6,achieve_authentication,980,failed_authorization_request,H04,0.25,train
6,achieve_authentication,981,login,H04,0.25,train
6,achieve_authentication,982,multi_factor_authentication,H04,0.5,train
6,achieve_authentication,983,signature,H04,0.25,train
6,achieve_authentication,984,target_achieved,H04,0,train
6,achieve_authentication,985,vehicle_verification,H04,0,train
7,acid_absorption,986,absorbent_cotton,B01,0,train
7,acid_absorption,987,absorption_spectrum,B01,0,train
7,acid_absorption,988,acid,B01,0.5,train
7,acid_absorption,989,acid_absorption_column,B01,0.5,train
7,acid_absorption,990,acid_absorption_tower,B01,0.5,train
7,acid_absorption,991,acid_digestion,B01,0.75,train
7,acid_absorption,992,acid_distillation,B01,0.25,train
7,acid_absorption,993,acid_recovery,B01,0.5,train
7,acid_absorption,994,acid_stripping,B01,0.5,train
7,acid_absorption,995,acid_wash,B01,0.25,train
7,acid_absorption,996,acid_wash_distillation,B01,0.25,train
7,acid_absorption,997,acid_water_distillation,B01,0.25,train
7,acid_absorption,998,acid_water_wash,B01,0.25,train
7,acid_absorption,999,acrylic_acid_absorption,B01,0.5,train
7,acid_absorption,1000,amino_acids,B01,0.25,train
7,acid_absorption,1001,catalytic_hydrogenation,B01,0.25,train
7,acid_absorption,1002,catalytic_oxidation,B01,0.25,train
7,acid_absorption,1003,chemical_analysis,B01,0.25,train
7,acid_absorption,1004,chemical_inhibition,B01,0.25,train
7,acid_absorption,1005,h2so4_absorption,B01,0.5,train
7,acid_absorption,1006,hydro_catalytic_hydrogenation,B01,0.25,train
7,acid_absorption,1007,hydro_catalytic_oxidation,B01,0.25,train
7,acid_absorption,1008,hydrochloric_acid_absorption,B01,0.5,train
7,acid_absorption,1009,hydroformylation,B01,0.25,train
7,acid_absorption,1010,hydrogenation,B01,0.25,train
7,acid_absorption,1011,hydroxycarboxylicacid_absorption,B01,0.5,train
7,acid_absorption,1012,membrane_catalytic_hydrogenation,B01,0.25,train
7,acid_absorption,1013,membrane_catalytic_oxidation,B01,0.25,train
7,acid_absorption,1014,membrane_hydrogenation,B01,0.25,train
7,acid_absorption,1015,membrane_oxidation,B01,0.25,train
7,acid_absorption,1016,near_infrared_ray_absorption,B01,0,train
7,acid_absorption,1017,nitric_acid_absorption,B01,0.5,train
7,acid_absorption,1018,oxidation,B01,0.25,train
7,acid_absorption,1019,oxidative_hydrogenation,B01,0.25,train
7,acid_absorption,1020,oxide,B01,0.25,train
7,acid_absorption,1021,oxide_distillation,B01,0.25,train
7,acid_absorption,1022,oxide_recovery,B01,0.25,train
7,acid_absorption,1023,oxide_stripping,B01,0.25,train
7,acid_absorption,1024,oxide_wash,B01,0.25,train
7,acid_absorption,1025,photon_absorption,B01,0,train
7,acid_absorption,1026,photosynthesis,B01,0,train
7,acid_absorption,1027,phytic_acid,B01,0.25,train
7,acid_absorption,1028,rosmarinic_acid,B01,0.25,train
7,acid_absorption,1029,sulfuric_acid,B01,0.25,train
7,acid_absorption,1030,transdermal_absorption,B01,0,train
7,acid_absorption,1031,absorption_of_acid,B08,1,train
7,acid_absorption,1032,absorption_of_carbohydrates,B08,0,train
7,acid_absorption,1033,absorption_tower,B08,0.25,train
7,acid_absorption,988,acid,B08,0.5,train
7,acid_absorption,7,acid_absorption,B08,1,train
7,acid_absorption,1035,acid_adsorption,B08,0.25,train
7,acid_absorption,992,acid_distillation,B08,0.25,train
7,acid_absorption,1036,acid_exchange,B08,0.25,train
7,acid_absorption,1037,acid_gas_distillation,B08,0.25,train
7,acid_absorption,1038,acid_gas_exchange,B08,0.25,train
7,acid_absorption,1039,acid_gas_scrubbing,B08,0.25,train
7,acid_absorption,1040,acid_immersion,B08,0.75,train
7,acid_absorption,1041,acid_indigestion,B08,0,train
7,acid_absorption,1042,acid_oxide_distillation,B08,0.25,train
7,acid_absorption,1043,acid_oxide_scrubbing,B08,0.25,train
7,acid_absorption,1044,acid_purification,B08,0.25,train
7,acid_absorption,1045,acid_rain,B08,0,train
7,acid_absorption,1046,acid_reflux,B08,0,train
7,acid_absorption,1047,acid_scrubbing,B08,0.25,train
7,acid_absorption,1048,acid_water,B08,0.5,train
7,acid_absorption,997,acid_water_distillation,B08,0.25,train
7,acid_absorption,1049,acid_water_exchange,B08,0.25,train
7,acid_absorption,1050,acidic_foods,B08,0,train
7,acid_absorption,1051,acidic_immersion,B08,0.75,train
7,acid_absorption,1052,amino_acid_absorption,B08,0.5,train
7,acid_absorption,1053,chemical_absorption,B08,0.5,train
7,acid_absorption,1054,chemically_soaked,B08,0.25,train
7,acid_absorption,1055,fertilizer_absorption,B08,0.5,train
7,acid_absorption,1056,hcl_acid_absorption,B08,0.5,train
7,acid_absorption,1057,multi_section_connection_pipe,B08,0.25,train
7,acid_absorption,1020,oxide,B08,0.25,train
7,acid_absorption,1058,oxide_acid_distillation,B08,0.25,train
7,acid_absorption,1059,oxide_acid_exchange,B08,0.25,train
7,acid_absorption,1021,oxide_distillation,B08,0.25,train
7,acid_absorption,1060,oxide_exchange,B08,0.25,train
7,acid_absorption,1061,oxide_gas_distillation,B08,0.25,train
7,acid_absorption,1062,oxide_gas_exchange,B08,0.25,train
7,acid_absorption,1063,oxide_gas_scrubbing,B08,0.25,train
7,acid_absorption,1064,oxide_purification,B08,0.25,train
7,acid_absorption,1065,oxide_scrubbing,B08,0.25,train
7,acid_absorption,1066,oxide_water,B08,0.25,train
7,acid_absorption,1067,oxide_water_distillation,B08,0.25,train
7,acid_absorption,1068,oxide_water_exchange,B08,0.25,train
7,acid_absorption,1069,soil_water_absorption,B08,0,train
7,acid_absorption,1070,spray_washing_bottle_body,B08,0.25,train
7,acid_absorption,1071,steel_structural_member_cleaning_maintenance_device,B08,0.25,train
8,ack,1072,acknowledgement,G04,0.75,train
8,ack,1073,communication_protocol,G04,0.25,train
8,ack,784,data,G04,0.5,train
8,ack,1074,data_network,G04,0.25,train
8,ack,1075,data_networks,G04,0.25,train
8,ack,1076,flad_holder_pole,G04,0,train
8,ack,1077,flag,G04,0.5,train
8,ack,1078,flag_hoist,G04,0,train
8,ack,1079,frame,G04,0.5,train
8,ack,1080,header,G04,0.25,train
8,ack,1081,indications_of_cystoscopy,G04,0,train
8,ack,1082,indicative_device,G04,0,train
8,ack,1083,indicative_message,G04,0.5,train
8,ack,1084,indicator,G04,0.25,train
8,ack,1085,message,G04,0.5,train
8,ack,1086,message_ringtone,G04,0,train
8,ack,1087,red_signal,G04,0,train
8,ack,1088,signal,G04,0.5,train
8,ack,1089,telecommunication,G04,0.25,train
8,ack,1090,acknowledge,G06,0.75,train
8,ack,1091,address_id,G06,0.25,train
8,ack,1092,bus_acknowledge,G06,0.5,train
8,ack,1093,bus_acknowledgement,G06,0.5,train
8,ack,1094,busy_acknowledge,G06,0.5,train
8,ack,1095,busy_path,G06,0,train
8,ack,784,data,G06,0.25,train
8,ack,1096,flag_pole,G06,0,train
8,ack,1097,frame_flag,G06,0.5,train
8,ack,1098,header_id,G06,0.5,train
8,ack,1099,liveness_message,G06,0.25,train
8,ack,1100,negative_acknowledgement,G06,0.5,train
8,ack,1101,network,G06,0.25,train
8,ack,1102,null_data,G06,0.25,train
8,ack,1103,positive_acknowledgement,G06,0.5,train
8,ack,1104,positive_acknowledgement_packet,G06,0.5,train
8,ack,537,provide_for_tuning,G06,0,train
8,ack,539,provide_restoring_force,G06,0,train
8,ack,1107,provided_acknowledgement,G06,0.75,train
8,ack,540,provider_networks,G06,0,train
8,ack,1109,server_message,G06,0.25,train
8,ack,1110,sms_acknowledgement,G06,0.5,train
8,ack,1111,tcp_acknowledgement,G06,0.5,train
8,ack,1112,window_frame,G06,0,train
9,acoustooptic_modulator,1113,acoustic_effect,H01,0.5,train
9,acoustooptic_modulator,1114,acoustic_modulator,H01,0.5,train
9,acoustooptic_modulator,1115,acoustic_optical_modulator,H01,0.5,train
9,acoustooptic_modulator,1116,acousto_optic_element,H01,0.5,train
9,acoustooptic_modulator,1117,acousto_optic_modulating_element,H01,0.5,train
9,acoustooptic_modulator,1118,acousto_optical_element,H01,0.5,train
9,acoustooptic_modulator,1119,acoustooptic,H01,0.5,train
9,acoustooptic_modulator,1120,acoustooptic_deflector,H01,0.5,train
9,acoustooptic_modulator,1121,amplifier,H01,0.25,train
9,acoustooptic_modulator,1122,analog_signal,H01,0.25,train
9,acoustooptic_modulator,1123,beam_support,H01,0,train
9,acoustooptic_modulator,1124,electrical_drive_signal,H01,0.25,train
9,acoustooptic_modulator,1125,electrooptical,H01,0.5,train
9,acoustooptic_modulator,1126,electrooptical_effect,H01,0.5,train
9,acoustooptic_modulator,1127,electrooptical_modulator,H01,0.5,train
9,acoustooptic_modulator,1128,isolator,H01,0.25,train
9,acoustooptic_modulator,1129,laser_beam,H01,0.25,train
9,acoustooptic_modulator,1130,light_wave,H01,0.25,train
9,acoustooptic_modulator,1131,moderator_reactor,H01,0,train
9,acoustooptic_modulator,1132,modulator_chemistry,H01,0,train
9,acoustooptic_modulator,1133,modulator_enzyme,H01,0,train
9,acoustooptic_modulator,1134,modulator_medicine,H01,0,train
9,acoustooptic_modulator,1135,optic_nerve,H01,0,train
9,acoustooptic_modulator,1136,optical_coupler,H01,0.5,train
9,acoustooptic_modulator,1137,optical_frequency_shifter,H01,0.5,train
9,acoustooptic_modulator,1138,optical_modulator,H01,0.5,train
9,acoustooptic_modulator,1139,optical_splitter,H01,0.5,train
9,acoustooptic_modulator,1140,optical_splitting_coupler,H01,0.5,train
9,acoustooptic_modulator,1141,optical_splitting_splitter,H01,0.25,train
9,acoustooptic_modulator,1142,output_coupler,H01,0.5,train
9,acoustooptic_modulator,1143,output_modulator,H01,0.25,train
9,acoustooptic_modulator,1144,piezoelectric,H01,0.25,train
9,acoustooptic_modulator,1145,piezoelectric_modulator,H01,0.5,train
9,acoustooptic_modulator,1146,sound_signal,H01,0.25,train
9,acoustooptic_modulator,1147,sound_waves,H01,0.25,train
10,acrylate_groups,1148,acid_groups,D21,0.5,train
10,acrylate_groups,1149,acid_units,D21,0.25,train
10,acrylate_groups,1150,acrylate,D21,0.5,train
10,acrylate_groups,1151,acrylate_functional_groups,D21,0.5,train
10,acrylate_groups,1152,acrylate_ion,D21,0.5,train
10,acrylate_groups,1153,acrylate_monomers,D21,0.5,train
10,acrylate_groups,1154,acrylate_units,D21,0.75,train
10,acrylate_groups,1155,acrylic_acid,D21,0.5,train
10,acrylate_groups,1156,aryl_halide,D21,0,train
10,acrylate_groups,1157,carbonyl_carbon,D21,0.25,train
10,acrylate_groups,1158,carboxylic_acid_groups,D21,0.5,train
10,acrylate_groups,1159,coametic,D21,0.25,train
10,acrylate_groups,1160,comonomer,D21,0.25,train
10,acrylate_groups,1161,contained_acrylate_groups,D21,0.75,train
10,acrylate_groups,1162,contained_acrylate_units,D21,0.5,train
10,acrylate_groups,1163,contained_functional_groups,D21,0.5,train
10,acrylate_groups,1164,contained_functional_units,D21,0.25,train
10,acrylate_groups,1165,copolymerized_acrylate_groups,D21,0.5,train
10,acrylate_groups,1166,copolymerized_acrylate_units,D21,0.5,train
10,acrylate_groups,1167,copolymerized_functional_groups,D21,0.5,train
10,acrylate_groups,1168,copolymerized_functional_units,D21,0.25,train
10,acrylate_groups,1169,copolymers,D21,0.25,train
10,acrylate_groups,1170,ester_group,D21,0.25,train
10,acrylate_groups,1171,functional_acrylate,D21,0.5,train
10,acrylate_groups,1172,functional_groups,D21,0.5,train
10,acrylate_groups,1173,group_discussion,D21,0,train
10,acrylate_groups,1174,group_of_students,D21,0,train
10,acrylate_groups,1175,groups,D21,0.5,train
10,acrylate_groups,1176,interpolymer_invention,D21,0.25,train
10,acrylate_groups,1177,maleic_acid_groups,D21,0,train
10,acrylate_groups,1178,medical_group,D21,0,train
10,acrylate_groups,1179,methacrylate,D21,0.5,train
10,acrylate_groups,1180,methacrylate_groups,D21,0.5,train
10,acrylate_groups,1181,methacrylate_units,D21,0.5,train
10,acrylate_groups,1182,methyl_acrylate,D21,0.5,train
10,acrylate_groups,1183,methyl_methacrylate,D21,0.5,train
10,acrylate_groups,1184,modified_acrylates,D21,0.5,train
10,acrylate_groups,1185,monomers,D21,0.25,train
10,acrylate_groups,1186,nitro_group,D21,0,train
10,acrylate_groups,1187,paper,D21,0.25,train
10,acrylate_groups,1188,pendant_group,D21,0,train
10,acrylate_groups,1189,polymers,D21,0.5,train
10,acrylate_groups,1190,prop_2_enoates,D21,0.75,train
10,acrylate_groups,1191,salts_and_esters,D21,0.25,train
10,acrylate_groups,1192,sheet,D21,0.25,train
10,acrylate_groups,1193,unsaturated_groups,D21,0.25,train
10,acrylate_groups,1194,unsaturated_units,D21,0.25,train
10,acrylate_groups,1195,vinyl_group,D21,0.5,train
11,activating_position,1196,absence,A61,0,train
11,activating_position,1197,activator,A61,0.5,train
11,activating_position,1198,activator_position,A61,0.5,train
11,activating_position,1199,activator_site,A61,0.5,train
11,activating_position,1200,aperture,A61,0.25,train
11,activating_position,1201,aperture_position,A61,0.25,train
11,activating_position,1202,aperture_site,A61,0.25,train
11,activating_position,1203,distal_extended_position,A61,0.5,train
11,activating_position,1204,distal_extended_state,A61,0.5,train
11,activating_position,1205,distal_position,A61,0.5,train
11,activating_position,1206,distal_state,A61,0.5,train
11,activating_position,1207,initial_position,A61,0.5,train
11,activating_position,1208,intermediate_position,A61,0.5,train
11,activating_position,1209,lancing,A61,0,train
11,activating_position,1210,lancing_configuration,A61,0,train
11,activating_position,1211,lancing_position,A61,0.25,train
11,activating_position,1212,opening,A61,0.25,train
11,activating_position,1213,opening_position,A61,0.5,train
11,activating_position,1214,proximal_distal_position,A61,0.5,train
11,activating_position,1215,proximal_extended_position,A61,0.5,train
11,activating_position,1216,proximal_extended_state,A61,0.5,train
11,activating_position,1217,retracted_position,A61,0.25,train
11,activating_position,1218,retracted_state,A61,0.25,train
11,activating_position,1219,use_configuration,A61,0.25,train
11,activating_position,1220,use_position,A61,0.5,train
11,activating_position,1221,activated_grid_position,B65,0.5,train
11,activating_position,1222,activated_position,B65,1,train
11,activating_position,1223,activating_area,B65,0.75,train
11,activating_position,1224,activating_card,B65,0,train
11,activating_position,1225,activating_location,B65,0.75,train
11,activating_position,1226,activating_point,B65,0.75,train
11,activating_position,11,activating_position,B65,1,train
11,activating_position,1228,activating_powder,B65,0,train
11,activating_position,1229,activating_spot,B65,0.75,train
11,activating_position,1230,activation_function_in_neural_network,B65,0,train
11,activating_position,1231,activation_position,B65,1,train
11,activating_position,1232,cell_position,B65,0,train
11,activating_position,1233,closed_configuration,B65,0.25,train
11,activating_position,1234,closed_position,B65,0.5,train
11,activating_position,1235,conveyor_chain,B65,0.25,train
